2001 Community Profiles

"Geo_Code","Prov_Name","CD_Name","CSD_Name","CSD_Type","Topic","Characteristic","Note","Total","Male","Female","Flag"
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Business, finance and administration occupations","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Natural and applied sciences and related occupations","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Health occupations","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Social science, education, government service and religion","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Art, culture, recreation and sport","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Sales and service occupations","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Trades, transport and equipment operators and related occupations","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Occupations unique to primary industry","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Occupation","   Occupations unique to processing, manufacturing and utilities","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","Total number of families","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Number of married-couple families","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Average number of persons in married-couple families","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Number of common-law couple families","11","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Number of lone-parent families","12","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Average number of persons in lone-parent families","12","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Number of female lone-parent families","12","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Number of male lone-parent families","12","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","Total - All private households","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   One-person households","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Other household types","15","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","Median household income, 2000 ($) - All households","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","Number of rented dwellings","55","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","Number of owner-occupied dwellings","56","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","","","","X",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Health Status","Self-rated health, 2005","62","","","","",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Health Status","   Low 95% confidence interval","","","","","",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Health Status","   High 95% confidence interval","","","","","",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Health Status","Adult obesity, 2005","63","","","","",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Health Status","   Low 95% confidence interval","","","","","",
"6106010","Northwest Territories","FORT SMITH REGION","NAHANNI BUTTE","Settlement","Health Status","   High 95% confidence interval","","","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Population and Dwelling Counts","Population in 2001","1","50","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Population and Dwelling Counts"," Population in 1996","2","53","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","-5.7","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Population and Dwelling Counts"," Total private dwellings","","22","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Population and Dwelling Counts"," Population density per square kilometre","","1.3","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Population and Dwelling Counts"," Land area (square km)","","37.26","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","Total - All persons","3","50","25","25","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 0-4","","5","0","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 5-14","","5","5","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 15-19","","0","0","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 20-24","","5","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 25-44","","20","10","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 45-54","","5","5","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 55-64","","5","5","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 65-74","","0","0","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 75-84","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population","   Age 85 and over","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population"," Median age of the population","","39.5","39.5","39","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Age Characteristics of the Population"," % of the population ages 15 and over","","80","80","60","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Common-law Status","Total - Population 15 years and over","4","40","20","15","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Common-law Status","   Not in a common-law relationship","","35","20","15","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Common-law Status","   In a common-law relationship","","10","5","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Legal Marital Status","Total - Population 15 years and over","5","35","20","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Legal Marital Status","   Single","6","20","15","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Legal Marital Status","   Married","7","15","10","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Legal Marital Status","   Separated","8","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Legal Marital Status","   Divorced","9","0","5","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Legal Marital Status","   Widowed","10","0","0","5","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language(s) First Learned and Still Understood","Total - All persons","19","50","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language(s) First Learned and Still Understood","   English only","","30","15","15","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language(s) First Learned and Still Understood","   French only","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language(s) First Learned and Still Understood","   Both English and French","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language(s) First Learned and Still Understood","   Other languages","20","25","10","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","45","25","25","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","40","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","0","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","10","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","45","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","35","20","15","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","10","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Immigration Characteristics","Total - All persons","","50","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Immigration Characteristics","   Canadian-born population","23","45","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Immigration Characteristics","   Foreign-born population","24","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Immigration Characteristics","      Immigrated before 1991","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Immigration Characteristics","      Immigrated between 1991 and 2001","25","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Immigration Characteristics","   Non-permanent residents","26","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Aboriginal Population","Total - All persons","","50","25","25","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Aboriginal Population","   Aboriginal identity population","27","45","20","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Aboriginal Population","   Non-Aboriginal population","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","Total population by visible minority groups","","50","25","25","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","   Visible minority population","31","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Chinese","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      South Asian","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Black","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Filipino","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Latin American","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Southeast Asian","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Arab","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      West Asian","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Korean","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Japanese","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Visible minority, n.i.e","28","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","      Multiple visible minorities","29","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Visible Minority Status","   All others","30","50","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","Total - Religion","","45","25","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Catholic","57","45","20","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Protestant","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Christian Orthodox","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Christian, n.i.e.","58","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Muslim","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Jewish","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Buddhist","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Hindu","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Sikh","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Eastern religions","59","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   Other religions","60","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Religion","   No religious affiliation","61","0","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","School Attendance","Total population 15 years and over attending school full time","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","School Attendance","   Age group 15-19 attending full time","50","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","School Attendance","   Age group 20-24 attending full time","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","School Attendance","Total population 15 years and over attending school part time","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","School Attendance","   Age group 15-19 attending part time","50","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","School Attendance","   Age group 20-24 attending part time","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","Total population aged 20-34","","10","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","100","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","Total population aged 35-44","","10","10","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","0","100","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","Total population aged 45-64","","15","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","66.7","100","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","0","0","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Earnings in 2000"," All persons with earnings (counts)","48","0","0","0","X",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Earnings in 2000"," Average earnings (all persons with earnings ($))","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Earnings in 2000"," Worked full year, full time (counts)","49","0","0","0","R",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Earnings in 2000"," Average earnings (worked full year, full time ($))","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Income in 2000","Persons 15 years of age and over with income","53","0","","","X",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Income in 2000","Median total income of persons 15 years of age and over ($)","54","0","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Income in 2000","Composition of total income (100%)","62","0","","","X",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Income in 2000","   Earnings - % of income","","0","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Income in 2000","   Government transfers - % of income","","0","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Income in 2000","   Other money - % of income","","0","","","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","30","15","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   English","","25","15","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   French","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   Non-official language","","10","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   English and French","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   English and non-official language","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   French and non-official language","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Language Used Most Often at Work","   English, French and non-official language","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Place of Work Status","Employed labour force 15 years and over","32","15","10","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Place of Work Status","   Worked at home","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Place of Work Status","   Worked outside Canada","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Place of Work Status","   No fixed workplace address","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Place of Work Status","   Worked at usual place","","15","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mode of Transportation to Work","Total -All modes","33","20","10","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mode of Transportation to Work","   Car, truck, van, as driver","","10","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mode of Transportation to Work","   Car, truck, van, as passenger","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mode of Transportation to Work","   Public transit","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mode of Transportation to Work","   Walked or bicycled","","10","0","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Mode of Transportation to Work","   Other method","","10","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Unpaid Work"," Persons reporting hours of unpaid work","34","40","20","20","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Unpaid Work"," Persons reporting hours of unpaid housework","35","35","20","15","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Unpaid Work"," Persons reporting hours looking after children, without pay","36","20","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","10","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Labour Force Indicators"," Participation rate","38","75","100","75","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Labour Force Indicators"," Employment rate","39","50","75","50","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Labour Force Indicators"," Unemployment rate","40","33.3","50","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Industry","Total - Experienced labour force","41","30","15","10","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Industry","   Agriculture and other resource-based industries","","0","10","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Industry","   Manufacturing and construction industries","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Industry","   Wholesale and retail trade","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Industry","   Finance and real estate","","0","0","0","",
"6106013","Northwest Territories","FORT SMITH REGION","JEAN MARIE RIVER","Settlement","Industry","   Health and education","","10","0","10","",
