2001 Community Profiles

"Geo_Code","Prov_Name","CD_Name","CSD_Name","CSD_Type","Topic","Characteristic","Note","Total","Male","Female","Flag"
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Mode of Transportation to Work","   Car, truck, van, as driver","","20","15","10","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Mode of Transportation to Work","   Car, truck, van, as passenger","","10","0","10","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Mode of Transportation to Work","   Public transit","","0","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Mode of Transportation to Work","   Walked or bicycled","","20","10","10","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Mode of Transportation to Work","   Other method","","10","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Unpaid Work"," Persons reporting hours of unpaid work","34","100","60","45","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Unpaid Work"," Persons reporting hours of unpaid housework","35","95","60","40","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Unpaid Work"," Persons reporting hours looking after children, without pay","36","50","25","30","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","40","20","20","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Labour Force Indicators"," Participation rate","38","71.4","64.3","62.5","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Labour Force Indicators"," Employment rate","39","52.4","50","50","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Labour Force Indicators"," Unemployment rate","40","26.7","33.3","40","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","Total - Experienced labour force","41","70","50","25","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Agriculture and other resource-based industries","","10","10","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Manufacturing and construction industries","","15","20","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Wholesale and retail trade","","0","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Finance and real estate","","0","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Health and education","","10","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Business services","","10","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Industry","   Other services","","40","20","20","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","Total - Experienced labour force","41","75","45","30","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Management occupations","","0","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Business, finance and administration occupations","","10","0","10","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Natural and applied sciences and related occupations","","0","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Health occupations","","0","0","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Social science, education, government service and religion","","10","0","10","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Art, culture, recreation and sport","","0","10","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Sales and service occupations","","10","0","10","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Trades, transport and equipment operators and related occupations","","20","15","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Occupations unique to primary industry","","10","10","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Occupation","   Occupations unique to processing, manufacturing and utilities","","10","10","0","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","Total number of families","","40","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Number of married-couple families","","10","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Average number of persons in married-couple families","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Number of common-law couple families","11","20","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","3.5","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Number of lone-parent families","12","10","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Average number of persons in lone-parent families","12","2","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Number of female lone-parent families","12","10","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","2","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Number of male lone-parent families","12","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","0","","","X",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","Total - All private households","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","15","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","10","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   One-person households","","25","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Other household types","15","15","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","Median household income, 2000 ($) - All households","","0","","","X",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","Number of rented dwellings","55","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","Number of owner-occupied dwellings","56","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","60","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","30","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","55","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","10","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","0","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Health Status","Self-rated health, 2005","62","","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Health Status","   Low 95% confidence interval","","","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Health Status","   High 95% confidence interval","","","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Health Status","Adult obesity, 2005","63","","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Health Status","   Low 95% confidence interval","","","","","",
"6001007","Yukon Territory","YUKON","TESLIN POST 13","Indian Reserve","Health Status","   High 95% confidence interval","","","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Population and Dwelling Counts","Population in 2001","1","49","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Population and Dwelling Counts"," Population in 1996","2","81","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","-39.5","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Population and Dwelling Counts"," Total private dwellings","","47","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Population and Dwelling Counts"," Population density per square kilometre","","66.3","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Population and Dwelling Counts"," Land area (square km)","","0.74","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","Total - All persons","3","50","30","15","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 0-4","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 5-14","","5","5","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 15-19","","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 20-24","","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 25-44","","15","5","5","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 45-54","","15","10","5","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 55-64","","10","5","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 65-74","","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 75-84","","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population","   Age 85 and over","","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population"," Median age of the population","","47.8","48.5","46","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Age Characteristics of the Population"," % of the population ages 15 and over","","88.9","83.3","100","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Common-law Status","Total - Population 15 years and over","4","45","25","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Common-law Status","   Not in a common-law relationship","","30","20","15","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Common-law Status","   In a common-law relationship","","10","5","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Legal Marital Status","Total - Population 15 years and over","5","45","25","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Legal Marital Status","   Single","6","20","15","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Legal Marital Status","   Married","7","10","5","5","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Legal Marital Status","   Separated","8","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Legal Marital Status","   Divorced","9","10","5","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Legal Marital Status","   Widowed","10","5","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language(s) First Learned and Still Understood","Total - All persons","19","50","30","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language(s) First Learned and Still Understood","   English only","","40","20","15","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language(s) First Learned and Still Understood","   French only","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language(s) First Learned and Still Understood","   Both English and French","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language(s) First Learned and Still Understood","   Other languages","20","10","0","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","50","25","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","45","25","15","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","50","25","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","30","20","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","15","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Immigration Characteristics","Total - All persons","","","","","D",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Immigration Characteristics","   Canadian-born population","23","","","","D",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Immigration Characteristics","   Foreign-born population","24","","","","D",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Immigration Characteristics","      Immigrated before 1991","","","","","D",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Immigration Characteristics","      Immigrated between 1991 and 2001","25","","","","D",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Immigration Characteristics","   Non-permanent residents","26","","","","D",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Aboriginal Population","Total - All persons","","50","25","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Aboriginal Population","   Aboriginal identity population","27","40","20","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Aboriginal Population","   Non-Aboriginal population","","10","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","Total population by visible minority groups","","50","30","25","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","   Visible minority population","31","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Chinese","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      South Asian","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Black","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Filipino","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Latin American","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Southeast Asian","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Arab","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      West Asian","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Korean","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Japanese","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Visible minority, n.i.e","28","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","      Multiple visible minorities","29","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Visible Minority Status","   All others","30","50","30","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","Total - Religion","","50","30","25","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Catholic","57","15","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Protestant","","10","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Christian Orthodox","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Christian, n.i.e.","58","10","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Muslim","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Jewish","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Buddhist","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Hindu","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Sikh","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Eastern religions","59","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   Other religions","60","0","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Religion","   No religious affiliation","61","20","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","School Attendance","Total population 15 years and over attending school full time","","0","10","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","School Attendance","   Age group 15-19 attending full time","50","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","School Attendance","   Age group 20-24 attending full time","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","School Attendance","Total population 15 years and over attending school part time","","10","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","School Attendance","   Age group 15-19 attending part time","50","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","School Attendance","   Age group 20-24 attending part time","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","Total population aged 20-34","","10","0","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","100","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","Total population aged 35-44","","15","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","0","0","100","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","66.7","0","100","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","66.7","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","Total population aged 45-64","","20","10","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","50","100","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","0","0","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Earnings in 2000"," All persons with earnings (counts)","48","0","0","0","X",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Earnings in 2000"," Average earnings (all persons with earnings ($))","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Earnings in 2000"," Worked full year, full time (counts)","49","0","0","0","R",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Earnings in 2000"," Average earnings (worked full year, full time ($))","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Income in 2000","Persons 15 years of age and over with income","53","0","","","X",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Income in 2000","Median total income of persons 15 years of age and over ($)","54","0","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Income in 2000","Composition of total income (100%)","62","0","","","X",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Income in 2000","   Earnings - % of income","","0","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Income in 2000","   Government transfers - % of income","","0","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Income in 2000","   Other money - % of income","","0","","","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","25","15","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   English","","25","15","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   French","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   Non-official language","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   English and French","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   English and non-official language","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   French and non-official language","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Language Used Most Often at Work","   English, French and non-official language","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Place of Work Status","Employed labour force 15 years and over","32","15","10","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Place of Work Status","   Worked at home","","10","10","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Place of Work Status","   Worked outside Canada","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Place of Work Status","   No fixed workplace address","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Place of Work Status","   Worked at usual place","","10","0","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mode of Transportation to Work","Total -All modes","33","10","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mode of Transportation to Work","   Car, truck, van, as driver","","10","10","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mode of Transportation to Work","   Car, truck, van, as passenger","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mode of Transportation to Work","   Public transit","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mode of Transportation to Work","   Walked or bicycled","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Mode of Transportation to Work","   Other method","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Unpaid Work"," Persons reporting hours of unpaid work","34","40","20","20","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Unpaid Work"," Persons reporting hours of unpaid housework","35","35","15","15","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Unpaid Work"," Persons reporting hours looking after children, without pay","36","15","10","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","10","10","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Labour Force Indicators"," Participation rate","38","50","60","50","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Labour Force Indicators"," Employment rate","39","37.5","40","50","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Labour Force Indicators"," Unemployment rate","40","50","66.7","100","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Industry","Total - Experienced labour force","41","25","15","10","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Industry","   Agriculture and other resource-based industries","","0","0","0","",
"6001008","Yukon Territory","YUKON","CARCROSS 4","Indian Reserve","Industry","   Manufacturing and construction industries","","0","0","0","",
