2001 Community Profiles

"Geo_Code","Prov_Name","CD_Name","CSD_Name","CSD_Type","Topic","Characteristic","Note","Total","Male","Female","Flag"
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Mode of Transportation to Work","Total -All modes","33","1920","1075","845","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Mode of Transportation to Work","   Car, truck, van, as driver","","1655","910","740","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Mode of Transportation to Work","   Car, truck, van, as passenger","","135","85","50","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Mode of Transportation to Work","   Public transit","","0","0","0","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Mode of Transportation to Work","   Walked or bicycled","","85","35","45","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Mode of Transportation to Work","   Other method","","50","40","10","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Unpaid Work"," Persons reporting hours of unpaid work","34","3620","1745","1875","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Unpaid Work"," Persons reporting hours of unpaid housework","35","3575","1715","1855","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Unpaid Work"," Persons reporting hours looking after children, without pay","36","1525","670","855","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","850","370","475","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Labour Force Indicators"," Participation rate","38","58.9","65.4","52","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Labour Force Indicators"," Employment rate","39","52.1","57.5","46.2","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Labour Force Indicators"," Unemployment rate","40","11.7","12.2","11.1","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","Total - Experienced labour force","41","2300","1300","995","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Agriculture and other resource-based industries","","565","510","50","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Manufacturing and construction industries","","565","380","185","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Wholesale and retail trade","","295","130","160","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Finance and real estate","","55","10","50","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Health and education","","295","45","250","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Business services","","175","95","80","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Industry","   Other services","","345","135","220","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","Total - Experienced labour force","41","2300","1300","995","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Management occupations","","175","100","75","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Business, finance and administration occupations","","245","25","215","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Natural and applied sciences and related occupations","","80","50","35","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Health occupations","","90","0","85","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Social science, education, government service and religion","","110","40","65","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Art, culture, recreation and sport","","45","20","25","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Sales and service occupations","","440","130","310","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Trades, transport and equipment operators and related occupations","","315","305","10","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Occupations unique to primary industry","","525","495","30","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Occupation","   Occupations unique to processing, manufacturing and utilities","","280","140","140","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","Total number of families","","1535","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Number of married-couple families","","1145","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Average number of persons in married-couple families","","2.8","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Number of common-law couple families","11","215","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","2.9","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Number of lone-parent families","12","175","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Average number of persons in lone-parent families","12","2.6","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Number of female lone-parent families","12","140","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","2.6","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Number of male lone-parent families","12","35","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","2.6","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","40442","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","43426","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","17824","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","Total - All private households","","1970","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","600","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","750","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   One-person households","","415","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Other household types","15","205","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","Median household income, 2000 ($) - All households","","35180","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","16577","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","41570","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","Number of rented dwellings","55","275","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","464","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","Number of owner-occupied dwellings","56","1685","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","431","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","1970","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","1695","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","275","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","1790","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","180","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","75844","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Health Status","Self-rated health, 2005","62","","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Health Status","   Low 95% confidence interval","","","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Health Status","   High 95% confidence interval","","","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Health Status","Adult obesity, 2005","63","","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Health Status","   Low 95% confidence interval","","","","","",
"1201006","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Municipal District","Health Status","   High 95% confidence interval","","","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Population and Dwelling Counts","Population in 2001","1","2013","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Population and Dwelling Counts"," Population in 1996","2","2132","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","-5.6","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Population and Dwelling Counts"," Total private dwellings","","948","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Population and Dwelling Counts"," Population density per square kilometre","","223.6","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Population and Dwelling Counts"," Land area (square km)","","9","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","Total - All persons","3","2010","950","1060","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 0-4","","90","45","40","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 5-14","","255","130","130","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 15-19","","140","70","70","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 20-24","","120","50","70","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 25-44","","520","245","280","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 45-54","","305","155","150","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 55-64","","255","135","120","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 65-74","","165","65","100","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 75-84","","110","40","70","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population","   Age 85 and over","","55","15","35","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population"," Median age of the population","","41.1","40.3","41.9","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Age Characteristics of the Population"," % of the population ages 15 and over","","82.9","81.6","84","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Common-law Status","Total - Population 15 years and over","4","1670","780","895","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Common-law Status","   Not in a common-law relationship","","1485","685","800","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Common-law Status","   In a common-law relationship","","185","90","90","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Legal Marital Status","Total - Population 15 years and over","5","1670","780","890","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Legal Marital Status","   Single","6","540","270","265","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Legal Marital Status","   Married","7","740","370","370","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Legal Marital Status","   Separated","8","60","25","30","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Legal Marital Status","   Divorced","9","170","80","90","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Legal Marital Status","   Widowed","10","165","30","130","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language(s) First Learned and Still Understood","Total - All persons","19","1995","930","1065","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language(s) First Learned and Still Understood","   English only","","1950","910","1040","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language(s) First Learned and Still Understood","   French only","","10","10","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language(s) First Learned and Still Understood","   Both English and French","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language(s) First Learned and Still Understood","   Other languages","20","35","20","15","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","2000","935","1065","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","1675","775","900","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","290","145","150","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","25","15","15","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","1940","905","1040","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","1270","580","690","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","580","275","300","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","90","45","50","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Immigration Characteristics","Total - All persons","","2000","935","1065","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Immigration Characteristics","   Canadian-born population","23","1915","910","1010","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Immigration Characteristics","   Foreign-born population","24","80","25","55","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Immigration Characteristics","      Immigrated before 1991","","75","25","50","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Immigration Characteristics","      Immigrated between 1991 and 2001","25","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Immigration Characteristics","   Non-permanent residents","26","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Aboriginal Population","Total - All persons","","2000","935","1065","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Aboriginal Population","   Aboriginal identity population","27","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Aboriginal Population","   Non-Aboriginal population","","1990","935","1055","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","Total population by visible minority groups","","2000","930","1065","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","   Visible minority population","31","220","80","140","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Chinese","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      South Asian","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Black","","175","70","110","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Filipino","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Latin American","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Southeast Asian","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Arab","","10","10","10","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      West Asian","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Korean","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Japanese","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Visible minority, n.i.e","28","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","      Multiple visible minorities","29","25","0","25","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Visible Minority Status","   All others","30","1780","855","925","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","Total - Religion","","1995","935","1060","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Catholic","57","235","115","120","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Protestant","","1440","665","770","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Christian Orthodox","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Christian, n.i.e.","58","30","0","25","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Muslim","","20","0","15","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Jewish","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Buddhist","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Hindu","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Sikh","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Eastern religions","59","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   Other religions","60","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Religion","   No religious affiliation","61","280","150","130","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","School Attendance","Total population 15 years and over attending school full time","","145","60","85","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","School Attendance","   Age group 15-19 attending full time","50","90","50","40","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","School Attendance","   Age group 20-24 attending full time","","25","10","20","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","School Attendance","Total population 15 years and over attending school part time","","55","25","25","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","School Attendance","   Age group 15-19 attending part time","50","0","0","10","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","School Attendance","   Age group 20-24 attending part time","","20","15","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","Total population aged 20-34","","400","200","205","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","16.3","22.5","9.8","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","40","52.5","31.7","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","6.3","5","9.8","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","23.8","20","26.8","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","12.5","5","19.5","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","Total population aged 35-44","","280","105","175","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","17.9","19","14.3","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","19.6","19","22.9","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","23.2","19","20","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","28.6","14.3","37.1","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","12.5","19","5.7","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","Total population aged 45-64","","570","295","270","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","40.4","40.7","40.7","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","10.5","11.9","9.3","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","23.7","28.8","18.5","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","14.9","10.2","20.4","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","11.4","11.9","11.1","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Earnings in 2000"," All persons with earnings (counts)","48","995","485","510","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Earnings in 2000"," Average earnings (all persons with earnings ($))","","24114","32311","16355","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Earnings in 2000"," Worked full year, full time (counts)","49","485","265","220","R",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Earnings in 2000"," Average earnings (worked full year, full time ($))","","35464","43476","25679","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Income in 2000","Persons 15 years of age and over with income","53","1585","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Income in 2000","Median total income of persons 15 years of age and over ($)","54","16210","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Income in 2000","Composition of total income (100%)","62","100","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Income in 2000","   Earnings - % of income","","67.2","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Income in 2000","   Government transfers - % of income","","20.4","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Income in 2000","   Other money - % of income","","12.4","","","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","1055","540","520","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   English","","1055","540","520","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   French","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   Non-official language","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   English and French","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   English and non-official language","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   French and non-official language","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Language Used Most Often at Work","   English, French and non-official language","","0","0","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Place of Work Status","Employed labour force 15 years and over","32","875","445","425","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Place of Work Status","   Worked at home","","85","45","40","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Place of Work Status","   Worked outside Canada","","0","0","10","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Place of Work Status","   No fixed workplace address","","45","40","0","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Place of Work Status","   Worked at usual place","","740","355","375","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mode of Transportation to Work","Total -All modes","33","780","405","380","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mode of Transportation to Work","   Car, truck, van, as driver","","550","275","270","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mode of Transportation to Work","   Car, truck, van, as passenger","","60","50","10","",
"1201008","Nova Scotia","SHELBURNE COUNTY","SHELBURNE","Town","Mode of Transportation to Work","   Public transit","","0","0","0","",
