2001 Community Profiles

"Geo_Code","Prov_Name","CD_Name","CSD_Name","CSD_Type","Topic","Characteristic","Note","Total","Male","Female","Flag"
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","   Number of female lone-parent families","12","25","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","3.2","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","   Number of male lone-parent families","12","15","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","2.3","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","25728","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","30720","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","13600","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","Total - All private households","","120","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","65","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","10","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   One-person households","","10","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Other household types","15","40","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","Median household income, 2000 ($) - All households","","34688","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","0","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","34752","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","Number of rented dwellings","55","100","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","338","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","Number of owner-occupied dwellings","56","20","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","798","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","120","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","20","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","100","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","85","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","35","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","110017","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Health Status","Self-rated health, 2005","62","","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Health Status","   Low 95% confidence interval","","","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Health Status","   High 95% confidence interval","","","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Health Status","Adult obesity, 2005","63","","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Health Status","   Low 95% confidence interval","","","","","",
"6204011","Nunavut","BAFFIN REGION","HALL BEACH","Hamlet","Health Status","   High 95% confidence interval","","","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Population and Dwelling Counts","Population in 2001","1","1286","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Population and Dwelling Counts"," Population in 1996","2","1174","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","9.5","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Population and Dwelling Counts"," Total private dwellings","","324","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Population and Dwelling Counts"," Population density per square kilometre","","12.5","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Population and Dwelling Counts"," Land area (square km)","","102.87","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","Total - All persons","3","1285","680","610","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 0-4","","210","120","90","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 5-14","","340","180","160","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 15-19","","120","60","60","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 20-24","","125","70","60","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 25-44","","320","170","150","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 45-54","","80","40","35","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 55-64","","60","30","30","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 65-74","","25","15","15","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 75-84","","10","5","5","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population","   Age 85 and over","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population"," Median age of the population","","18.7","18.7","18.8","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Age Characteristics of the Population"," % of the population ages 15 and over","","57.2","57","58.2","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Common-law Status","Total - Population 15 years and over","4","735","385","355","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Common-law Status","   Not in a common-law relationship","","495","265","235","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Common-law Status","   In a common-law relationship","","240","120","120","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Legal Marital Status","Total - Population 15 years and over","5","740","385","355","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Legal Marital Status","   Single","6","465","250","210","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Legal Marital Status","   Married","7","230","115","115","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Legal Marital Status","   Separated","8","10","5","5","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Legal Marital Status","   Divorced","9","5","5","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Legal Marital Status","   Widowed","10","25","5","20","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language(s) First Learned and Still Understood","Total - All persons","19","1275","670","605","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language(s) First Learned and Still Understood","   English only","","65","35","30","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language(s) First Learned and Still Understood","   French only","","0","10","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language(s) First Learned and Still Understood","   Both English and French","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language(s) First Learned and Still Understood","   Other languages","20","1205","635","575","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","1245","655","590","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","1000","515","485","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","220","120","95","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","25","15","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","1065","555","515","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","485","265","225","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","520","260","260","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","55","30","30","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Immigration Characteristics","Total - All persons","","1280","670","610","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Immigration Characteristics","   Canadian-born population","23","1275","670","600","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Immigration Characteristics","   Foreign-born population","24","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Immigration Characteristics","      Immigrated before 1991","","10","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Immigration Characteristics","      Immigrated between 1991 and 2001","25","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Immigration Characteristics","   Non-permanent residents","26","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Aboriginal Population","Total - All persons","","1280","670","610","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Aboriginal Population","   Aboriginal identity population","27","1225","645","585","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Aboriginal Population","   Non-Aboriginal population","","55","30","25","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","Total population by visible minority groups","","1280","675","605","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","   Visible minority population","31","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Chinese","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      South Asian","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Black","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Filipino","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Latin American","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Southeast Asian","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Arab","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      West Asian","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Korean","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Japanese","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Visible minority, n.i.e","28","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","      Multiple visible minorities","29","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Visible Minority Status","   All others","30","1275","670","605","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","Total - Religion","","1280","670","610","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Catholic","57","655","345","310","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Protestant","","575","295","280","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Christian Orthodox","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Christian, n.i.e.","58","10","0","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Muslim","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Jewish","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Buddhist","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Hindu","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Sikh","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Eastern religions","59","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   Other religions","60","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Religion","   No religious affiliation","61","35","25","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","School Attendance","Total population 15 years and over attending school full time","","115","55","60","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","School Attendance","   Age group 15-19 attending full time","50","70","35","35","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","School Attendance","   Age group 20-24 attending full time","","25","15","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","School Attendance","Total population 15 years and over attending school part time","","15","10","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","School Attendance","   Age group 15-19 attending part time","50","10","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","School Attendance","   Age group 20-24 attending part time","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","Total population aged 20-34","","335","165","170","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","49.3","51.5","47.1","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","25.4","18.2","32.4","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","7.5","12.1","5.9","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","10.4","9.1","11.8","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","6","0","8.8","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","Total population aged 35-44","","110","60","50","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","31.8","33.3","40","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","18.2","16.7","20","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","22.7","25","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","22.7","25","20","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","Total population aged 45-64","","125","70","55","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","48","35.7","63.6","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","8","14.3","18.2","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","28","35.7","18.2","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","12","0","18.2","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","8","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Earnings in 2000"," All persons with earnings (counts)","48","455","245","210","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Earnings in 2000"," Average earnings (all persons with earnings ($))","","20156","23257","16492","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Earnings in 2000"," Worked full year, full time (counts)","49","130","80","50","R",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Earnings in 2000"," Average earnings (worked full year, full time ($))","","41089","44068","36204","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Income in 2000","Persons 15 years of age and over with income","53","635","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Income in 2000","Median total income of persons 15 years of age and over ($)","54","13144","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Income in 2000","Composition of total income (100%)","62","100","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Income in 2000","   Earnings - % of income","","72.8","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Income in 2000","   Government transfers - % of income","","25","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Income in 2000","   Other money - % of income","","2.1","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","470","260","210","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   English","","170","100","70","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   French","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   Non-official language","","300","160","145","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   English and French","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   English and non-official language","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   French and non-official language","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Language Used Most Often at Work","   English, French and non-official language","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Place of Work Status","Employed labour force 15 years and over","32","295","160","130","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Place of Work Status","   Worked at home","","15","10","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Place of Work Status","   Worked outside Canada","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Place of Work Status","   No fixed workplace address","","35","30","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Place of Work Status","   Worked at usual place","","240","120","120","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mode of Transportation to Work","Total -All modes","33","275","150","125","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mode of Transportation to Work","   Car, truck, van, as driver","","20","20","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mode of Transportation to Work","   Car, truck, van, as passenger","","20","15","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mode of Transportation to Work","   Public transit","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mode of Transportation to Work","   Walked or bicycled","","190","90","95","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Mode of Transportation to Work","   Other method","","45","25","15","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Unpaid Work"," Persons reporting hours of unpaid work","34","685","345","340","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Unpaid Work"," Persons reporting hours of unpaid housework","35","645","315","330","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Unpaid Work"," Persons reporting hours looking after children, without pay","36","555","265","290","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","305","155","150","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Labour Force Indicators"," Participation rate","38","55.9","57.9","51.4","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Labour Force Indicators"," Employment rate","39","40","42.1","38.6","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Labour Force Indicators"," Unemployment rate","40","28.4","27.3","27.8","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","Total - Experienced labour force","41","365","200","160","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Agriculture and other resource-based industries","","15","10","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Manufacturing and construction industries","","20","15","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Wholesale and retail trade","","45","20","30","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Finance and real estate","","20","15","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Health and education","","95","25","70","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Business services","","40","30","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Industry","   Other services","","125","85","40","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","Total - Experienced labour force","41","365","200","165","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Management occupations","","35","25","10","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Business, finance and administration occupations","","50","25","30","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Natural and applied sciences and related occupations","","10","10","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Health occupations","","0","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Social science, education, government service and religion","","70","15","50","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Art, culture, recreation and sport","","30","15","15","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Sales and service occupations","","95","50","50","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Trades, transport and equipment operators and related occupations","","60","60","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Occupations unique to primary industry","","10","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Occupation","   Occupations unique to processing, manufacturing and utilities","","10","0","0","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","Total number of families","","295","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Number of married-couple families","","110","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Average number of persons in married-couple families","","5","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Number of common-law couple families","11","125","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","3.9","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Number of lone-parent families","12","70","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Average number of persons in lone-parent families","12","3.2","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Number of female lone-parent families","12","50","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","3.2","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Number of male lone-parent families","12","20","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","2.8","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","27072","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","31936","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","17856","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Household Characteristics","Total - All private households","","275","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","160","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","15","","","",
"6204012","Nunavut","BAFFIN REGION","IGLOOLIK","Hamlet","Selected Household Characteristics","   One-person households","","25","","","",
